Title,Link,Instructor,Publication Date,Short Description,Post ID,Full Description,Language
Elevate Your Online Presence,https://dev.whiteboard.com.sa/courses/elevate-your-online-presence-2/,Martine Geagea,"Fri, 31 Jan 2025 05:36:23 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Digital marketing strategies",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Digital marketing strategies Overview:This workshop introduces digital marketing, specifically designed for beginners. It covers essential concepts and strategies needed to effectively market a business online. The Digital Marketing for Beginners course is a comprehensive introduction to the world of online marketing. Over the course of 1 hour and 30 minutes, participants will learn the basics of digital marketing, including understanding various social media platforms, how they work, why to use them, and how to identify and target their audience. This course is designed to provide practical knowledge that can be immediately applied to enhance the online presence of small businesses.Learning Outcomes:Understand the fundamentals of digital marketing.Learn about different social media platforms and how they work.Discover why certain platforms are suitable for specific business goals.Develop skills to identify and target the right audience for their business.Learn how to create and manage effective social media campaigns.Course Content:Ch 1: Introduction to DigitalMarketingWhat is digital marketing?Importance of digital marketing for businesses.Ch 2: Understanding Social Media PlatformsOverview of popular social media platforms (Facebook, Instagram, Twitter, LinkedIn, etc.).How each platform works and its unique features.Why businesses should use each platform.Ch 3: Identifying and Targeting Your AudienceUnderstanding target audience demographics.Tools and techniques to identify your target audience.Strategies for targeting the right audience on different platforms.Ch 4: Creating Effective Social Media CampaignsPlanning and setting goals for social media campaigns.Tips for creating engaging and effective content.Measuring and analyzing the success of your campaigns.",Language:Arabic
Elevate Your Online Presence,https://dev.whiteboard.com.sa/courses/elevate-your-online-presence/,Martine Geagea,"Fri, 31 Jan 2025 05:34:52 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Digital marketing strategies",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Digital marketing strategies Overview:This workshop introduces digital marketing, specifically designed for beginners. It covers essential concepts and strategies needed to effectively market a business online. The Digital Marketing for Beginners course is a comprehensive introduction to the world of online marketing. Over the course of 1 hour and 30 minutes, participants will learn the basics of digital marketing, including understanding various social media platforms, how they work, why to use them, and how to identify and target their audience. This course is designed to provide practical knowledge that can be immediately applied to enhance the online presence of small businesses.Learning Outcomes:Understand the fundamentals of digital marketing.Learn about different social media platforms and how they work.Discover why certain platforms are suitable for specific business goals.Develop skills to identify and target the right audience for their business.Learn how to create and manage effective social media campaigns.Course Content:Ch 1: Introduction to DigitalMarketingWhat is digital marketing?Importance of digital marketing for businesses.Ch 2: Understanding Social Media PlatformsOverview of popular social media platforms (Facebook, Instagram, Twitter, LinkedIn, etc.).How each platform works and its unique features.Why businesses should use each platform.Ch 3: Identifying and Targeting Your AudienceUnderstanding target audience demographics.Tools and techniques to identify your target audience.Strategies for targeting the right audience on different platforms.Ch 4: Creating Effective Social Media CampaignsPlanning and setting goals for social media campaigns.Tips for creating engaging and effective content.Measuring and analyzing the success of your campaigns.",Language:English
Metaphors of Business Organisation,https://dev.whiteboard.com.sa/courses/metaphors-of-business-organisation/,Andrew Austin,"Fri, 31 Jan 2025 05:32:12 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>A review of meta-cognitive structure",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>A review of meta-cognitive structure Overview:A review of how the meta-cognitive structures of business affect business structure and performanceLearning Outcomes:An understanding of how metaphors influence business strategyCourse Content:Ch 1: An introduction to Metaphoric and Idiomatic Communication in BusinessCh 2: Businesses that are constructedCh 3: Businesses that floatCh 4: Businesses that growCh 5. Ones to avoid: Businesses that kill",Language:English
Sales Training Program,https://dev.whiteboard.com.sa/courses/sales-training-program-2/,Sergio Moukarzel,"Fri, 31 Jan 2025 05:29:33 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Essential sales strategies",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Essential sales strategies Overview:A comprehensive 90-minute session focused on equipping participants with essential sales strategies, effective communication skills, and techniques to close deals successfully. This course introduces fundamental and advanced sales concepts, blending theoretical insights with practical applications. Participants will engage in interactive activities designed to enhance persuasion and negotiation skills, ultimately driving better sales performance.Learning Outcomes:Understand key sales processes and techniques.Develop strong relationship-building strategies.Enhance communication and active listening skills.Implement proven methods to overcome objections and close deals.Course Content:Ch 1: Understanding the Sales ProcessCh 2: Building Rapport and Trust with ClientsCh 3: Effective Communication and Active ListeningCh 4: Handling Objections and Closing Techniques",Language:English
Sales Training Program,https://dev.whiteboard.com.sa/courses/sales-training-program/,Sergio Moukarzel,"Fri, 31 Jan 2025 05:28:55 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Essential sales strategies",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Essential sales strategies Overview:A comprehensive 90-minute session focused on equipping participants with essential sales strategies, effective communication skills, and techniques to close deals successfully. This course introduces fundamental and advanced sales concepts, blending theoretical insights with practical applications. Participants will engage in interactive activities designed to enhance persuasion and negotiation skills, ultimately driving better sales performance.Learning Outcomes:Understand key sales processes and techniques.Develop strong relationship-building strategies.Enhance communication and active listening skills.Implement proven methods to overcome objections and close deals.Course Content:Ch 1: Understanding the Sales ProcessCh 2: Building Rapport and Trust with ClientsCh 3: Effective Communication and Active ListeningCh 4: Handling Objections and Closing Techniques",Language:Arabic
Presentation Skills Training Program,https://dev.whiteboard.com.sa/courses/presentation-skills-training-program-2/,Sergio Moukarzel,"Fri, 31 Jan 2025 05:27:00 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Boost confidence and refine the presentation skills",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Boost confidence and refine the presentation skills Overview:A practical 90-minute session designed to boost confidence and refine the presentation skills of participants. The focus is on clear communication, audience engagement, and effective delivery techniques. Participants will learn how to structure presentations, use body language effectively, and engage the audience with impactful storytelling. Interactive exercises will allow participants to practice and receive feedback on their presentation style.Learning Outcomes:Master the art of structuring presentations.Enhance public speaking and body language techniques.Engage audiences and maintain their interest.Manage presentation anxiety and handle Q&A sessions confidently.Course Content:Ch 1: Crafting a Compelling PresentationCh 2: Mastering Verbal and Non-Verbal CommunicationCh 3: Engaging the Audience EffectivelyCh 4: Handling Q&A and Presentation Anxiety",Language:Arabic
Presentation Skills Training Program,https://dev.whiteboard.com.sa/courses/presentation-skills-training-program/,Sergio Moukarzel,"Fri, 31 Jan 2025 05:25:24 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Boost confidence and refine the presentation skills",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Boost confidence and refine the presentation skills Overview:A practical 90-minute session designed to boost confidence and refine the presentation skills of participants. The focus is on clear communication, audience engagement, and effective delivery techniques. Participants will learn how to structure presentations, use body language effectively, and engage the audience with impactful storytelling. Interactive exercises will allow participants to practice and receive feedback on their presentation style.Learning Outcomes:Master the art of structuring presentations.Enhance public speaking and body language techniques.Engage audiences and maintain their interest.Manage presentation anxiety and handle Q&A sessions confidently.Course Content:Ch 1: Crafting a Compelling PresentationCh 2: Mastering Verbal and Non-Verbal CommunicationCh 3: Engaging the Audience EffectivelyCh 4: Handling Q&A and Presentation Anxiety",Language:English
Leadership Training Program,https://dev.whiteboard.com.sa/courses/leadership-training-program-2/,Sergio Moukarzel,"Fri, 31 Jan 2025 05:24:48 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Developing essential leadership skills",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Developing essential leadership skills Overview:A dynamic 90-minute session aimed at developing essential leadership skills, focusing on motivating teams, effective decision-making, and conflict resolution strategies. This training provides participants with tools and techniques to lead teams effectively, foster a collaborative environment, and handle challenges with confidence. Through interactive case studies and roleplays, participants will practice real-world leadership scenarios.Learning Outcomes:Develop key leadership qualities and styles.Motivate and inspire teams for higher productivity.Make informed decisions and resolve conflicts efficiently.Enhance communication and team management skills.Course Content:Ch 1: Introduction to Leadership StylesCh 2: Motivation and Team BuildingCh 3: Effective Decision-MakingCh 4: Conflict Resolution and Communication",Language:English
Leadership Training Program,https://dev.whiteboard.com.sa/courses/leadership-training-program/,Sergio Moukarzel,"Fri, 31 Jan 2025 05:22:55 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Developing essential leadership skills",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Developing essential leadership skills Overview:A dynamic 90-minute session aimed at developing essential leadership skills, focusing on motivating teams, effective decision-making, and conflict resolution strategies. This training provides participants with tools and techniques to lead teams effectively, foster a collaborative environment, and handle challenges with confidence. Through interactive case studies and roleplays, participants will practice real-world leadership scenarios.Learning Outcomes:Develop key leadership qualities and styles.Motivate and inspire teams for higher productivity.Make informed decisions and resolve conflicts efficiently.Enhance communication and team management skills.Course Content:Ch 1: Introduction to Leadership StylesCh 2: Motivation and Team BuildingCh 3: Effective Decision-MakingCh 4: Conflict Resolution and Communication",Language:Arabic
Self-Confidence,https://dev.whiteboard.com.sa/courses/self-confidence-2/,Roni Matar,"Thu, 30 Jan 2025 18:03:39 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Maintaining a positive state in challenging times",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Maintaining a positive state in challenging times Overview:This course focuses on building self-confidence through understanding and managing thoughts, emotions, and physiology, fostering authenticity, and maintaining a positive state in challenging times.Learning Outcomes:Gain control over emotional and mental states.Understand the connection between thoughts and physical responses.Learn strategies to manage thoughts and emotions effectively.Embrace authenticity for self-trust and confidence.Course Content:Ch 1: The Power of Choosing Your StateCh 2: Thoughts and Physiology ConnectionCh 3: Managing Thoughts and EmotionsCh 4: Being True and Authentic",Language:Arabic
Self-Confidence,https://dev.whiteboard.com.sa/courses/self-confidence/,Roni Matar,"Thu, 30 Jan 2025 18:03:11 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Maintaining a positive state in challenging times",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Maintaining a positive state in challenging times Overview:This course focuses on building self-confidence through understanding and managing thoughts, emotions, and physiology, fostering authenticity, and maintaining a positive state in challenging times.Learning Outcomes:Gain control over emotional and mental states.Understand the connection between thoughts and physical responses.Learn strategies to manage thoughts and emotions effectively.Embrace authenticity for self-trust and confidence.Course Content:Ch 1: The Power of Choosing Your StateCh 2: Thoughts and Physiology ConnectionCh 3: Managing Thoughts and EmotionsCh 4: Being True and Authentic",Language:English
